Activity,Person's Residence in Preparedness Region,Person's Residence in Local Health Department Jurisdiction,Person's Residence in County,Vaccine Type,Facility Type,Dose Number,Week,Month,Year,Data as of,Number of Doses
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Pharmacy,First Dose,2,January,2021,1/15/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Pharmacy,First Dose,3,January,2021,1/18/21,4
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Pharmacy,First Dose,3,January,2021,1/19/21,3
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Pharmacy,First Dose,3,January,2021,1/20/21,6
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Pharmacy,First Dose,3,January,2021,1/21/21,12
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Pharmacy,First Dose,3,January,2021,1/22/21,5
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Pharmacy,First Dose,4,January,2021,1/24/21,2
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Pharmacy,First Dose,4,January,2021,1/25/21,67
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Specialty Provider,First Dose,3,January,2021,1/22/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Tribal Health,First Dose,1,January,2021,1/6/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Tribal Health,First Dose,1,January,2021,1/7/21,4
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Tribal Health,First Dose,2,January,2021,1/13/21,2
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Moderna,Tribal Health,Second Dose,4,January,2021,1/25/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Federally Qualified Health Center,First Dose,3,January,2021,1/22/21,22
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Home Health Provider,First Dose,1,January,2021,1/5/21,2
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Home Health Provider,First Dose,1,January,2021,1/8/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Home Health Provider,First Dose,1,January,2021,1/9/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Home Health Provider,First Dose,3,January,2021,1/19/21,2
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Home Health Provider,First Dose,3,January,2021,1/20/21,2
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Home Health Provider,First Dose,4,January,2021,1/24/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Home Health Provider,Second Dose,3,January,2021,1/18/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Home Health Provider,Second Dose,3,January,2021,1/23/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Home Health Provider,Second Dose,4,January,2021,1/24/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Home Health Provider,Second Dose,4,January,2021,1/26/21,2
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,1,January,2021,1/3/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,1,January,2021,1/4/21,19
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,1,January,2021,1/5/21,23
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,1,January,2021,1/6/21,67
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,1,January,2021,1/7/21,36
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,1,January,2021,1/8/21,51
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,1,January,2021,1/9/21,13
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,2,January,2021,1/11/21,9
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,2,January,2021,1/12/21,106
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,2,January,2021,1/13/21,42
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,2,January,2021,1/14/21,31
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,2,January,2021,1/15/21,18
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,2,January,2021,1/16/21,42
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,3,January,2021,1/17/21,8
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,3,January,2021,1/18/21,4
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,3,January,2021,1/19/21,15
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,3,January,2021,1/20/21,37
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,3,January,2021,1/21/21,172
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,3,January,2021,1/22/21,4
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,3,January,2021,1/23/21,30
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,4,January,2021,1/24/21,14
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,4,January,2021,1/25/21,8
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,First Dose,4,January,2021,1/26/21,42
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,1,January,2021,1/6/21,4
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,1,January,2021,1/7/21,7
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,1,January,2021,1/8/21,60
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,1,January,2021,1/9/21,3
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,2,January,2021,1/11/21,68
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,2,January,2021,1/12/21,129
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,2,January,2021,1/13/21,76
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,2,January,2021,1/14/21,7
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,2,January,2021,1/15/21,6
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,3,January,2021,1/17/21,4
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,3,January,2021,1/18/21,11
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,3,January,2021,1/19/21,35
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,3,January,2021,1/20/21,129
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,3,January,2021,1/21/21,30
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,3,January,2021,1/22/21,13
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,3,January,2021,1/23/21,45
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,4,January,2021,1/25/21,12
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Hospital,Second Dose,4,January,2021,1/26/21,15
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,1,January,2021,1/4/21,8
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,1,January,2021,1/7/21,5
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,1,January,2021,1/8/21,12
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,2,January,2021,1/11/21,2
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,2,January,2021,1/12/21,33
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,2,January,2021,1/13/21,36
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,2,January,2021,1/14/21,2
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,2,January,2021,1/15/21,8
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,2,January,2021,1/16/21,24
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,3,January,2021,1/18/21,11
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,3,January,2021,1/19/21,30
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,3,January,2021,1/20/21,22
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,3,January,2021,1/21/21,3
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,3,January,2021,1/22/21,36
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,3,January,2021,1/23/21,3
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,First Dose,4,January,2021,1/26/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,Second Dose,1,January,2021,1/8/21,11
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,Second Dose,2,January,2021,1/12/21,27
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,Second Dose,2,January,2021,1/13/21,25
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,Second Dose,3,January,2021,1/18/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,Second Dose,3,January,2021,1/19/21,18
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Local Health Department,Second Dose,3,January,2021,1/20/21,44
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Pharmacy,First Dose,4,January,2021,1/25/21,1
2021-22,Region 5,Van Buren/Cass District Health Department,Van Buren,Pfizer,Pharmacy,Second Dose,2,January,2021,1/12/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/5/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/6/21,6
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/7/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/8/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/11/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Federally Qualified Health Center,First Dose,3,January,2021,1/21/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Hospital,First Dose,1,January,2021,1/5/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Hospital,First Dose,1,January,2021,1/6/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Hospital,First Dose,1,January,2021,1/8/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Hospital,First Dose,2,January,2021,1/12/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Hospital,First Dose,2,January,2021,1/14/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Hospital,First Dose,2,January,2021,1/15/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Hospital,Second Dose,3,January,2021,1/19/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Hospital,Second Dose,3,January,2021,1/22/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,1,January,2021,1/4/21,30
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,1,January,2021,1/5/21,9
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,1,January,2021,1/6/21,24
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,1,January,2021,1/7/21,18
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,1,January,2021,1/8/21,57
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,2,January,2021,1/11/21,93
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,2,January,2021,1/12/21,32
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,2,January,2021,1/13/21,6
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,2,January,2021,1/15/21,4
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,3,January,2021,1/19/21,31
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,3,January,2021,1/20/21,49
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,3,January,2021,1/21/21,157
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,3,January,2021,1/22/21,87
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,4,January,2021,1/25/21,51
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,First Dose,4,January,2021,1/26/21,21
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,Second Dose,3,January,2021,1/19/21,7
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,Second Dose,3,January,2021,1/20/21,3
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,Second Dose,3,January,2021,1/21/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,Second Dose,3,January,2021,1/23/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,Second Dose,4,January,2021,1/25/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Local Health Department,Second Dose,4,January,2021,1/26/21,6
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Other,First Dose,1,January,2021,1/8/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Other,First Dose,2,January,2021,1/14/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Other,First Dose,3,January,2021,1/21/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,1,January,2021,1/3/21,4
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,1,January,2021,1/4/21,9
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,1,January,2021,1/5/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,1,January,2021,1/7/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,1,January,2021,1/8/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,1,January,2021,1/9/21,16
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,2,January,2021,1/12/21,59
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,2,January,2021,1/13/21,8
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,2,January,2021,1/14/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,2,January,2021,1/15/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,3,January,2021,1/17/21,9
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,3,January,2021,1/18/21,57
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,3,January,2021,1/19/21,4
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,3,January,2021,1/20/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,3,January,2021,1/23/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,4,January,2021,1/24/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,First Dose,4,January,2021,1/25/21,4
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Pharmacy,Second Dose,4,January,2021,1/25/21,5
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Tribal Health,First Dose,1,January,2021,1/4/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Tribal Health,First Dose,1,January,2021,1/7/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Tribal Health,First Dose,1,January,2021,1/8/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Tribal Health,First Dose,2,January,2021,1/11/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Tribal Health,First Dose,2,January,2021,1/13/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Tribal Health,Second Dose,3,January,2021,1/20/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Moderna,Urgent Care,First Dose,3,January,2021,1/21/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Home Health Provider,First Dose,1,January,2021,1/9/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Home Health Provider,Second Dose,3,January,2021,1/20/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,1,January,2021,1/4/21,11
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,1,January,2021,1/5/21,9
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,1,January,2021,1/6/21,25
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,1,January,2021,1/7/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,1,January,2021,1/8/21,4
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,2,January,2021,1/11/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,2,January,2021,1/12/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,2,January,2021,1/14/21,113
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,2,January,2021,1/15/21,96
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,2,January,2021,1/16/21,100
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,3,January,2021,1/19/21,4
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,3,January,2021,1/20/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,3,January,2021,1/21/21,92
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,3,January,2021,1/22/21,86
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,3,January,2021,1/23/21,86
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,4,January,2021,1/25/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,First Dose,4,January,2021,1/26/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,Second Dose,1,January,2021,1/6/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,Second Dose,1,January,2021,1/7/21,15
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,Second Dose,1,January,2021,1/8/21,15
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,Second Dose,1,January,2021,1/9/21,14
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,Second Dose,2,January,2021,1/11/21,35
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,Second Dose,2,January,2021,1/12/21,29
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,Second Dose,2,January,2021,1/13/21,24
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,Second Dose,3,January,2021,1/17/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,Second Dose,3,January,2021,1/18/21,15
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Hospital,Second Dose,3,January,2021,1/19/21,21
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,First Dose,1,January,2021,1/8/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,First Dose,2,January,2021,1/10/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,First Dose,2,January,2021,1/11/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,First Dose,2,January,2021,1/12/21,5
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,First Dose,2,January,2021,1/13/21,4
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,First Dose,2,January,2021,1/14/21,26
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,First Dose,2,January,2021,1/15/21,74
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,First Dose,2,January,2021,1/16/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,First Dose,3,January,2021,1/18/21,42
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,First Dose,3,January,2021,1/22/21,4
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,Second Dose,2,January,2021,1/12/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Local Health Department,Second Dose,2,January,2021,1/15/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Other,First Dose,3,January,2021,1/21/21,8
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Other,Second Dose,2,January,2021,1/13/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Other,Second Dose,4,January,2021,1/25/21,3
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,First Dose,2,January,2021,1/11/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,First Dose,2,January,2021,1/14/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,First Dose,2,January,2021,1/15/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,First Dose,2,January,2021,1/16/21,1
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,First Dose,3,January,2021,1/18/21,4
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,First Dose,3,January,2021,1/21/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,First Dose,4,January,2021,1/25/21,5
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,First Dose,4,January,2021,1/26/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,Second Dose,2,January,2021,1/11/21,5
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,Second Dose,2,January,2021,1/12/21,3
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,Second Dose,2,January,2021,1/13/21,6
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,Second Dose,2,January,2021,1/14/21,3
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Pharmacy,Second Dose,2,January,2021,1/15/21,2
2021-22,Region 6,Central Michigan District Health Department,Clare,Pfizer,Specialty Provider,First Dose,2,January,2021,1/12/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/5/21,15
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/6/21,44
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/7/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/11/21,9
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/15/21,3
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,1,January,2021,1/3/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,1,January,2021,1/4/21,4
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,1,January,2021,1/5/21,6
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,1,January,2021,1/6/21,6
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,1,January,2021,1/7/21,4
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,1,January,2021,1/8/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,2,January,2021,1/11/21,3
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,2,January,2021,1/12/21,4
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,2,January,2021,1/15/21,4
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,3,January,2021,1/21/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,4,January,2021,1/24/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,4,January,2021,1/25/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,First Dose,4,January,2021,1/26/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,Second Dose,3,January,2021,1/21/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,Second Dose,3,January,2021,1/22/21,1
