Year Range,Persons Residence in Preparedness Region,Persons Residence in Local Health Department Jurisdiction,Persons Residence in County,Vaccine Type,Facility Type,Dose Number,Week,Month,Year,Date,Number of Doses
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Hospital,Second Dose,2,January,2021,1/12/2021,14
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Hospital,Second Dose,2,January,2021,1/13/2021,14
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Hospital,Second Dose,2,January,2021,1/14/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Hospital,Second Dose,3,January,2021,1/18/2021,4
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Hospital,Second Dose,3,January,2021,1/19/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Hospital,Second Dose,3,January,2021,1/20/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Hospital,Second Dose,4,January,2021,1/25/2021,3
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Hospital,Second Dose,4,January,2021,1/26/2021,9
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,First Dose,1,January,2021,1/6/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,First Dose,1,January,2021,1/7/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,First Dose,1,January,2021,1/8/2021,2
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,First Dose,2,January,2021,1/11/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,First Dose,2,January,2021,1/12/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,First Dose,2,January,2021,1/13/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,First Dose,2,January,2021,1/14/2021,37
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,First Dose,2,January,2021,1/16/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,First Dose,3,January,2021,1/18/2021,179
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,First Dose,3,January,2021,1/19/2021,33
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,First Dose,3,January,2021,1/22/2021,6
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,Second Dose,1,January,2021,1/8/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,Second Dose,2,January,2021,1/11/2021,3
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,Second Dose,2,January,2021,1/12/2021,11
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,Second Dose,2,January,2021,1/13/2021,43
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Local Health Department,Second Dose,2,January,2021,1/14/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Other,First Dose,3,January,2021,1/19/2021,3
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Other,First Dose,3,January,2021,1/20/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Other,First Dose,4,January,2021,1/25/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Pharmacy,First Dose,3,January,2021,1/18/2021,2
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Pharmacy,First Dose,3,January,2021,1/19/2021,8
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Pharmacy,First Dose,3,January,2021,1/20/2021,5
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Pharmacy,First Dose,3,January,2021,1/21/2021,2
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Pharmacy,First Dose,4,January,2021,1/25/2021,8
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Pharmacy,Second Dose,2,January,2021,1/11/2021,3
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Pharmacy,Second Dose,2,January,2021,1/12/2021,1
2021-22,Region 7,District Health Department 4,Presque Isle,Pfizer,Pharmacy,Second Dose,2,January,2021,1/13/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Family Practice,First Dose,2,January,2021,1/11/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Family Practice,First Dose,2,January,2021,1/12/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Family Practice,First Dose,3,January,2021,1/18/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/5/2021,30
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/6/2021,23
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/7/2021,5
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/8/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/12/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/13/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/14/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/15/2021,8
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,1,January,2021,1/6/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,1,January,2021,1/8/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,2,January,2021,1/11/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,2,January,2021,1/12/2021,5
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,2,January,2021,1/13/2021,7
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,2,January,2021,1/14/2021,5
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,2,January,2021,1/15/2021,3
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,2,January,2021,1/16/2021,6
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,3,January,2021,1/19/2021,3
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,3,January,2021,1/20/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,3,January,2021,1/21/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,3,January,2021,1/22/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,3,January,2021,1/23/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,4,January,2021,1/25/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,First Dose,4,January,2021,1/26/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,Second Dose,3,January,2021,1/19/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,Second Dose,3,January,2021,1/21/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,Second Dose,4,January,2021,1/25/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Hospital,Second Dose,4,January,2021,1/26/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,1,January,2021,1/6/2021,63
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,1,January,2021,1/7/2021,45
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,1,January,2021,1/8/2021,13
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,2,January,2021,1/11/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,2,January,2021,1/12/2021,3
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,2,January,2021,1/13/2021,3
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,2,January,2021,1/14/2021,7
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,2,January,2021,1/15/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,3,January,2021,1/19/2021,6
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,3,January,2021,1/21/2021,109
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,3,January,2021,1/22/2021,18
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,3,January,2021,1/23/2021,5
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,4,January,2021,1/24/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,4,January,2021,1/25/2021,529
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,First Dose,4,January,2021,1/26/2021,4
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Local Health Department,Second Dose,4,January,2021,1/25/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Other,First Dose,1,January,2021,1/3/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Other,First Dose,1,January,2021,1/5/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Other,First Dose,3,January,2021,1/18/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Other,First Dose,4,January,2021,1/24/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Other,First Dose,4,January,2021,1/25/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,1,January,2021,1/3/2021,115
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,1,January,2021,1/4/2021,126
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,1,January,2021,1/5/2021,115
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,1,January,2021,1/6/2021,111
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,1,January,2021,1/7/2021,34
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,1,January,2021,1/8/2021,103
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,2,January,2021,1/10/2021,28
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,2,January,2021,1/11/2021,98
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,2,January,2021,1/12/2021,83
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,2,January,2021,1/13/2021,60
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,2,January,2021,1/14/2021,7
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,2,January,2021,1/15/2021,29
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,2,January,2021,1/16/2021,36
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,3,January,2021,1/18/2021,122
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,3,January,2021,1/19/2021,89
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,3,January,2021,1/20/2021,71
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,3,January,2021,1/21/2021,75
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,3,January,2021,1/22/2021,164
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,3,January,2021,1/23/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,4,January,2021,1/24/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,First Dose,4,January,2021,1/25/2021,32
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Pharmacy,Second Dose,4,January,2021,1/25/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Moderna,Urgent Care,First Dose,3,January,2021,1/21/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Family Practice,First Dose,1,January,2021,1/9/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Family Practice,Second Dose,1,January,2021,1/7/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Family Practice,Second Dose,2,January,2021,1/11/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Family Practice,Second Dose,2,January,2021,1/13/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Federally Qualified Health Center,First Dose,3,January,2021,1/21/2021,24
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Federally Qualified Health Center,First Dose,3,January,2021,1/22/2021,7
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,First Dose,1,January,2021,1/5/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,First Dose,1,January,2021,1/9/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,First Dose,2,January,2021,1/10/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,First Dose,2,January,2021,1/11/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,First Dose,3,January,2021,1/19/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,First Dose,3,January,2021,1/22/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,First Dose,3,January,2021,1/23/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,First Dose,4,January,2021,1/24/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,Second Dose,2,January,2021,1/12/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,Second Dose,2,January,2021,1/14/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,Second Dose,3,January,2021,1/18/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,Second Dose,4,January,2021,1/25/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Home Health Provider,Second Dose,4,January,2021,1/26/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,1,January,2021,1/3/2021,4
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,1,January,2021,1/4/2021,120
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,1,January,2021,1/5/2021,109
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,1,January,2021,1/6/2021,7
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,1,January,2021,1/7/2021,194
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,1,January,2021,1/8/2021,11
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,1,January,2021,1/9/2021,5
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,2,January,2021,1/10/2021,3
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,2,January,2021,1/11/2021,10
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,2,January,2021,1/12/2021,241
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,2,January,2021,1/13/2021,283
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,2,January,2021,1/14/2021,515
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,2,January,2021,1/15/2021,18
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,2,January,2021,1/16/2021,11
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,3,January,2021,1/17/2021,11
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,3,January,2021,1/18/2021,14
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,3,January,2021,1/19/2021,376
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,3,January,2021,1/20/2021,453
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,3,January,2021,1/21/2021,464
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,3,January,2021,1/22/2021,7
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,3,January,2021,1/23/2021,10
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,4,January,2021,1/25/2021,9
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,First Dose,4,January,2021,1/26/2021,10
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,1,January,2021,1/4/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,1,January,2021,1/5/2021,3
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,1,January,2021,1/6/2021,5
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,1,January,2021,1/7/2021,27
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,1,January,2021,1/8/2021,223
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,1,January,2021,1/9/2021,209
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,2,January,2021,1/10/2021,195
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,2,January,2021,1/11/2021,247
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,2,January,2021,1/12/2021,275
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,2,January,2021,1/13/2021,313
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,2,January,2021,1/14/2021,16
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,2,January,2021,1/15/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,2,January,2021,1/16/2021,280
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,3,January,2021,1/18/2021,309
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,3,January,2021,1/19/2021,245
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,3,January,2021,1/20/2021,232
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,3,January,2021,1/21/2021,6
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,3,January,2021,1/22/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,3,January,2021,1/23/2021,93
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,4,January,2021,1/24/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Hospital,Second Dose,4,January,2021,1/25/2021,5
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,1,January,2021,1/4/2021,83
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,1,January,2021,1/5/2021,87
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,1,January,2021,1/6/2021,11
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,1,January,2021,1/7/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,1,January,2021,1/8/2021,62
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,1,January,2021,1/9/2021,49
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,2,January,2021,1/11/2021,90
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,2,January,2021,1/12/2021,168
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,2,January,2021,1/13/2021,163
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,2,January,2021,1/14/2021,162
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,2,January,2021,1/15/2021,113
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,2,January,2021,1/16/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,3,January,2021,1/18/2021,196
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,3,January,2021,1/19/2021,121
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,3,January,2021,1/20/2021,451
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,3,January,2021,1/21/2021,393
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,3,January,2021,1/22/2021,398
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,4,January,2021,1/25/2021,3
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,First Dose,4,January,2021,1/26/2021,564
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,1,January,2021,1/8/2021,45
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,1,January,2021,1/9/2021,22
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,2,January,2021,1/10/2021,15
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,2,January,2021,1/11/2021,18
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,2,January,2021,1/12/2021,41
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,2,January,2021,1/13/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,2,January,2021,1/14/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,2,January,2021,1/15/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,3,January,2021,1/18/2021,56
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,3,January,2021,1/19/2021,31
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,3,January,2021,1/20/2021,25
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,3,January,2021,1/21/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,3,January,2021,1/22/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,4,January,2021,1/25/2021,81
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Local Health Department,Second Dose,4,January,2021,1/26/2021,66
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Other,First Dose,1,January,2021,1/4/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Other,First Dose,2,January,2021,1/12/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Other,First Dose,2,January,2021,1/13/2021,2
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Other,First Dose,2,January,2021,1/14/2021,3
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Other,First Dose,3,January,2021,1/18/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Other,First Dose,3,January,2021,1/19/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Other,First Dose,3,January,2021,1/20/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Other,Second Dose,2,January,2021,1/13/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Pharmacy,First Dose,3,January,2021,1/19/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Pharmacy,First Dose,3,January,2021,1/20/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Pharmacy,First Dose,3,January,2021,1/22/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Pharmacy,First Dose,4,January,2021,1/25/2021,3
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Pharmacy,First Dose,4,January,2021,1/26/2021,2
